project_name,artist,year,rating,tags
under pressure,logic,2014,6,"logic, Hip-Hop, hip hop, rap, albums I own"
too bright,perfume genius,2014,8,"2014, best of 2014, ambient, experimental, chamber pop"
...and star power,foxygen,2014,2,"2014, Experimental Rock, Psychedelic Rock, I need"
our love,caribou,2014,6,"2014, electronic, indie, deep house, best of 2014"
christmas island,andrew jackson jihad,2014,5,"folk punk, 2014, 2014: albums, indie, indie folk"
i never learn,lykke li,2014,6,"2014, indie pop, best of 2014, dream pop, indie"
neon icon,riff raff,2014,5,"hip hop, rap, versace"
ghost stories,coldplay,2014,4,"2014, alternative rock, albums I own, electronic, pop"
oxymoron,schoolboy q,2014,7,"2014, rap, hip hop, west coast hip-hop, best of 2014"
terrestrials,sunn o))) & ulver,2014,6,"drone, dark ambient, drone doom, 2014"
unknown memory,yung lean,2014,4,"cloud rap, 2014, trap, hip hop, sad"
transgender dysphoria blues,against me!,2014,5,"2014, punk rock, alternative rock, punk, rock"
so it goes,ratking,2014,8,"2014, 2014: albums, Hip-Hop, albums I own, HXC Recordings"
the water[s],mick jenkins,2014,8,"2014, Hip-Hop, rap, mixtape, underground"
el pintor,interpol,2014,6,"2014, indie rock, best of 2014, post-punk, rock"
burn your fire for no witness,angel olsen,2014,5,"2014, best of 2014, folk, singer-songwriter, folk rock"
rave tapes,mogwai,2014,6,"2014, post-rock, albums I own, electronic, rock"
dead,young fathers,2014,6,"2014, rap, Hip-Hop, albums I own, 3"
the rooms of the house,la dispute,2014,7,"post-hardcore, 2014, experimental"
iii,badbadnotgood,2014,7,"2014, jazz, best of 2014, jazz fusion, electronic"
lese majesty,shabazz palaces,2014,5,"2014, Hip-Hop, experimental hip-hop, 2014 releases, best albums of 2014"
here and nowhere else,cloud nothings,2014,6,"2014, indie rock, indie, post-hardcore, 10s"
self-titled,nehruviandoom,2014,5,"2014, cartoon album covers, Hip-Hop, rap, albums I own"
goddess,banks,2014,5,"2014, downtempo, electronic, electropop, best of 2014"
xen,arca,2015,6,"2014, experimental, idm, best of 2014, glitch"
sunbathing animal,parquet courts,2014,4,"2014, indie rock, post-punk, best of 2014, Crank wave"
days before rodeo,travi$ scott,2015,3,"trap, Hip-Hop, experimental, psychedelic, Masterpiece"
world peace is none of your business,morrissey,1992,5,"2014, rock, alternative, alternative rock, Morrissey"
lazaretto,jack white,2014,5,"2014, albums I own, rock, Garage Rock, blues rock"
self-titled,beyoncé,2014,6,"2013, rnb, pop, albums I own, soul"
never hungover again,joyce manor,2014,6,"emo, pop punk, 2014, indie rock, indie"
self-titled,sisyphus,2014,7,"2014, electronic, experimental, glitch-hop, alternative hip-hop"
garbage,bones,2014,6,"sesh, hip hop, Trash, 2014, cloud rap"
these days...,ab-soul,2014,5,"2014, Ab-Soul, Dope, LA, compton"
sonic highways,foo fighters,2014,5,"2014, alternative rock, hard rock, post-grunge, rock"
i am king,code orange,2014,6,"2014, metalcore, hardcore, Sludge, hardcore punk"
angel guts: red classroom,xiu xiu,2014,7,"2014, nothing can describe this, noise pop, Avant-Garde, experimental"
no label ii,migos,2014,5,"hip hop, trap, atlanta, co, takeoff"
nina,xiu xiu,2012,8,"2013, jazz, experimental, cover, graveface records"
lost in the dream,the war on drugs,2014,7,"2014, best of 2014, indie rock, rock, albums I own"
you're dead,flying lotus,2014,8,"vinyls i own, epic album covers"
more than any other day,ought,2014,7,"2014, post-punk, indie rock, art punk, Constellation"
are we there,sharon van etten,2014,6,"2014, indie folk, best of 2014, folk, indie pop"
manipulator,ty segall,2014,6,"2014, Lo-Fi, Garage Rock, Psychedelic Rock, vinyl"
run the jewels 2,run the jewels,2014,8,"2014, Hip-Hop, rap, hardcore hip hop, hip hop"
hot dreams,timber timbre,2014,8,"2014, wishlist, vinyl, folk, contemporary folk"
salad days,mac demarco,2014,5,"2014, jangle pop, indie rock, indie, psychedelic pop"
the physical world,death from above 1979,2014,6,"2014, rock, indie rock, noise rock, dance punk"
dude incredible,shellac,2021,6,"2014, math rock, noise rock, best albums of 2014, best of 2014"
tomorrow's modern boxes,thom yorke,2014,6,"2014, electronic, alternative, ambient, 10s"
pom pom,ariel pink,2014,9,"2014, hypnagogic pop, experimental, Lo-Fi, psychedelic pop"
it's album time,todd terje,2014,6,"2014, electronic, space disco, Disco, House"
self-titled,antemasque,2014,7,"2014, albums I own, Progressive rock, favourite, 2014 albums"
self-titled,eyehategod,2014,6,"2014, sludge metal, Sludge, sludgecore, metal"
they want my soul,spoon,2014,7,"2014, indie rock, best of 2014, 10s, 2014: albums"
mess,liars,2014,8,"2014, No Rave, Death Rave, Experimental Rock, electronic"
indie cindy,pixies,2014,4,"2014, rock, alternative rock, alternative, 2014: albums"
cadillactica,big k.r.i.t.,2014,6,"bad albums, car-hop"
death mask,lord mantis,2014,6,"sludge metal, 2014, industrial metal, blackened sludge metal"
pale communion,opeth,2014,5,"Progressive rock, neo-erotic spandex rock, 2014, Chad Kroeger, Stevie Willie Didgeridoo"
green language,rustie,2014,3,"2014, dubstep, electronic, experimental, albums I own"
wakedafucup,onyx,2014,7,2014
enclosure,john frusciante,2014,2,"2014, experimental, Experimental Rock, synthpop, 10s"
ghettoville,actress,2014,8,"2014, idm, electronic, ninja tune, vaporwave"
atlas,real estate,2014,3,"2014, indie rock, indie pop, best of 2014, indie"
eighteen hours of static,big ups,2013,8,"noise, punk, post-hardcore, 2014, best of 2014"
no mythologies to follow,mø,2014,6,"2014, best of 2014, indie pop, synthpop, electropop"
turn blue,the black keys,2014,4,"2014, blues rock, rock, indie rock, Psychedelic Rock"
clppng,clipping.,2014,9,"2014, Hip-Hop, hip hop, experimental hip-hop, noise"
"""what is this heart?""",how to dress well,2014,6,"2014, alternative rnb, electronic, indie electronic, r&b"
good to be home,blu,2014,6,"albums I own, west coast hip-hop"
spaces,nils frahm,2013,7,"piano, contemporary classical, post-classical, modern classical, neo-classical"
all love's legal,planningtorock,2013,0,"2014, experimental, electronic, 2014: albums"
true that,michael cera,2014,5,"Lo-Fi, 2014, indie folk, folk, experimental"
everything will be alright in the end,weezer,2014,7,"2014, alternative rock, power pop, rock, alternative"
hell can wait,vince staples,2014,7,"2014, Hip-Hop, rap, experimental, Gangsta Rap"
...and then you shoot your cousin,the roots,2014,4,"2014, hip hop, alternative, experimental hip hop, r&b"
self-titled,royal blood,2014,5,"2014, rock, albums I own, alternative rock, hard rock"
a world lit only by fire,godflesh,2017,7,"2014, industrial metal, metal, best of 2014, industrial"
banco,sir michael rocks,2014,7,"best of 2014, 8 of 10 stars, swag, francois"
bestial burden,pharmakon,2014,5,"2014, industrial, dark ambient, noise, power electronics"
singles,future islands,2014,7,"2014, best of 2014, new wave, indie, 4ad"
wasted years,off!,2014,7,"2014, hardcore punk, top, 2010s, off"
try not to destroy everything you love,an autumn for crippled children,2013,7,"black metal, blackgaze, experimental, atmospheric black metal, depressive black metal"
splinters,vallenfyre,2014,7,"2014, metal, death metal, 2010s, to check out"
enter the slasher house,avey tare's slasher flicks,2014,5,"2014, 10s, domino, indie, pop"
la isla bonita,deerhoof,2014,7,"2014, indie rock, noise, indie, Progressive rock"
annabel dream reader,the wytches,2014,8,"noise rock, Surf, Garage Rock, Psychedelic Rock, 2014"
trouble in paradise,la roux,2014,8,"2014, synthpop, best of 2014, british, electronic"
sacred white noise,thantifaxath,2015,8,"black metal, 2014, best of 2014, atmospheric black metal, atmospheric black"
black metal,dean blunt,2014,8,"2014, art pop, dub, post-punk, dream pop"
the beast of left and right,lazer/wulf,2014,7,"2014, Math-metal"
faith in strangers,andy stott,2014,7,"2014, techno, Ambient Techno, ambient, experimental"
a u r o r a,ben frost,2021,5,"2014, experimental, drone, dark ambient, best of 2014"
ultima ii massage,tobacco,2014,8,"meatstep, meatwave, meatgaze, 2014, 2014: albums"
sea when absent,a sunny day in glasgow,2014,7,"2014, shoegaze, dream pop, best of 2014, 2014: albums"
dissed and dismissed,tony molina,2014,7,"indie pop, indie rock, Energetic, Reflective, noise pop"
self-titled,clark,2017,6,"2014, best of 2014, 2014 releases, electronic, techno"
want,wreck and reference,2014,6,"2014, 2014: albums, noise, experimental, Sludge"
faces,mac miller,2021,6,"jazz rap, abstract hip hop, cloud rap, hip hop, rap"
all love's legal,planningtorock,2013,1,"2014, experimental, electronic, 2014: albums"
sun structures,temples,2014,5,"2014, Psychedelic Rock, best of 2014, indie, psychedelic"
blissfucker,trap them,2014,5,"2014, grindcore, hardcore, Crust, crust punk"
the unnatural world,have a nice life,2014,8,"2014, post-punk, shoegaze, drone, post-rock"
prayer for terrene,idylls,2017,8,"mathcore, noise, hardcore, saxophone, experimental hardcore"
baby,white hinterland,2014,8,"2014, best of 2014"
no peace,trash talk,2014,5,"hardcore, metal, punk, thrash metal, thrash"
bestiary,hail mary mallon,2014,5,"2014, fundraiser concert, 2010s rap"
this is all yours,alt-j,2014,7,"2014, best of 2014, albums I own, 2010s, electronic"
self-titled,murmur,1994,8,"black metal, Progressive metal, progressive black metal, Zeuhl, Progressive rock"
this is my hand,my brightest diamond,2014,7,"2014, 2014: albums, alternative rock, indie pop, chamber pop"
once more 'round the sun,mastodon,2014,7,"2014, Progressive metal, stoner metal, sludge metal, heavy metal"
alternate/endings,lee bannon,2014,2,"ninja tune, jungle, 10s, 2014, 2014: albums"
boy,carla bozulich,2014,8,"2014, best of 2014, 2014: albums, experimental, albums I own"
a toothpaste suburb,milo,2014,5,"Hip-Hop, indie, alternative, alternative hip-hop, AOTY"
leaving,spooky black,2014,5,"ambient pop, cloud rap, alternative rnb"
wonder where we land,sbtrkt,2014,5,"2014, future garage, electronic, dubstep, indietronica"
barragán,blonde redhead,2014,6,"2014, albums I own, 2014 releases, 2014: albums, experimental"
nabuma rubberband,little dragon,2014,6,"2014, electronic, 2014: albums, synthpop, Megadeth"
why do the heathen rage?,the soft pink truth,2014,7,"2014, electronic, homosexual intifada, Avantgarde Pop, title is interrogative"
celestite,wolves in the throne room,2014,8,"ambient, drone, dark ambient, 2014, electronic"
36 seasons,ghostface killah,2014,5,"Hip-Hop, rap, favourite albums, 2014, 2014 releases"
self-titled,caustic window,2020,6,"experimental, idm, Drum and bass, Acid, genius"
foundations of burden,pallbearer,2014,6,"2014, doom metal, best of 2014, traditional doom, classic doom"
coffins on io,kayo dot,2014,6,"2014, Progressive rock, experimental, Avant-Garde, art rock"
lord steppington,step brothers,2014,8,"hip hop, rap, albums I own, 2014, the alchemist"
blue,iamamiwhoami,2014,6,"2014, synthpop, electronic, best of 2014, experimental"
totem,white suns,2014,8,"noise, 2014, 2014: albums, black metal, metal"
forceps,calvaiire,2013,7,"hardcore, Crust, post-hardcore, mathcore, 2014"
keep you,pianos become the teeth,2014,4,"post-rock, post-hardcore, indie, rock, alternative rock"
dark comedy,open mike eagle,2014,8,"2014, abstract hip hop, albums I own"
ferg forever,a$ap ferg,2019,7,"2014, east coast hip hop"
self-titled,ibibio sound machine,2014,7,"2014, 3-5"
to pimp a butterfly,kendrick lamar,2015,1,"2015, jazz rap, Conscious Hip Hop, Hip-Hop, rap"
speedin' bullet 2 heaven,kid cudi,2015,9,"2015, rock, kid cudi, alternative, alternative rock"
rodeo,travis scott,2015,8,"travis scott, hip hop, trap, 2010s, 2015"
currents,tame impala,2015,7,"2015, psychedelic pop, synthpop, Neo-Psychedelia, dream pop"
professional rapper,lil dicky,2015,2,"Hip-Hop, comedy, rap, 2010s, 8"
suicide euphoria,pissgrave,2015,7,"2015, Raw Death Metal, death metal, deathgrind, metal"
cherry bomb,"tyler, the creator",2015,3,"2015, experimental hip hop, Neo-Soul, jazz rap, hardcore hip hop"
meliora,ghost,2016,9,"2015, heavy metal, hard rock, Progressive rock, doom metal"
get to heaven,everything everything,2015,8,"2015, indie pop, art rock, indie, alternative rock"
the anthropocene extinction,cattle decapitation,2015,8,"2015, deathgrind, death metal, grindcore, Brutal Death Metal"
ardipithecus,willow smith,2015,3,2015
when it's dark out,g-eazy,2015,4,"g-eazy, Hip-Hop, albums I own, 2015, g eazy"
the magic whip,blur,2015,7,"alternative rock, 2015, indie rock, art rock, rock"
self-titled,fetty wap,2015,5,"Hip-Hop, happy, Love, romantic, melodic"
barter 6,young thug,2015,5,"Young Thug, trap, pop rap, 2015, repetitive"
skid row,james ferraro,2015,4,"hypnagogic pop, soft rock, adult contemporary, experimental hip hop, new jack swing"
ds2,future,2015,6,"trap, Southern Hip Hop, future, favourite albums, 2015"
depression cherry,beach house,2015,6,"2015, dream pop, shoegaze, indie pop, indie"
m,myrkur,2017,6,"2015, black metal, atmospheric black metal, dubstep, techno"
lost themes,john carpenter,2015,7,"2015, electronic, synthwave, sacred bones records, Soundtrack"
caracal,disclosure,2015,6,"2015, House, electronic, electronica, albums I own"
key markets,sleaford mods,2015,8,"Crank wave, rap punk, post-punk, spoken word, 2015"
hand. cannot. erase.,steven wilson,2015,6,"Progressive rock, 2015, art rock, concept album, midlife crisis rock"
purpose,justin bieber,2015,5,"rnb, 2015, pop, Hip-Hop, soul"
girls in peacetime want to dance,belle and sebastian,2015,6,"2015, indie pop, indie, 10s, best of 2015"
kintsugi,death cab for cutie,2015,5,"2015, indie, indie rock, rock, alternative"
surf,donnie trumpet & the social experiment,2015,4,"2015, self-released"
born in the echoes,the chemical brothers,2015,7,"electronic, 2015, electronica, House, indie"
carrie & lowell,sufjan stevens,2015,7,2015
b4.da.$$,joey bada$$,2015,8,"2015, boom bap, east coast hip hop, jazz rap, pro era"
the epic,kamasi washington,2015,9,"jazz, 2015, spiritual jazz, Fusion, Post-Bop"
we cool?,jeff rosenstock,2015,8,"pop punk, 2015, indie rock, punk, indie"
self portrait,loma prieta,2015,7,"screamo, USA, emo violence, skramz, deathwish inc"
third side of tape,lil ugly mane,2015,8,"noise, experimental hip hop, black metal, experimental, techno"
honeymoon,lana del rey,2015,5,"dream pop, best of 2015, trip-hop, trap, jazz"
dark red,shlohmo,2015,6,"experimental, witch house, electronic, 2015, starred"
teens of style,car seat headrest,2015,7,"noise pop, 2015, indie rock, power pop, indie"
new bermuda,deafheaven,2015,6,"2015, black metal, blackgaze, Post-Black Metal, post-rock"
what a time to be alive,drake & future,2015,6,"fire, 2015, lit, cash money records, Future feat Future"
blurryface,twenty one pilots,2015,4,"indie pop, 2015, alternative hip hop, electropop, electronic"
so the flies don't come,milo,2015,8,"2015, Hip-Hop, hip hop, art rap, dbdbdbdbdbdbdbdbdbdbdb"
fashion week,death grips,2015,7,"instrumental, electronic, experimental, electro-industrial, 2015"
everybody is going to heaven,citizen,2015,3,"post-hardcore, 2015, best of 2015, rock, Grunge"
citizen zombie,the pop group,2015,9,"2015, post-punk, funk, 2015 releases, merkliste"
art angels,grimes,2015,2,"2015, synthpop, electronic, electropop, pop"
every open eye,chvrches,2015,5,"2015, synthpop, electronic, electropop, pop"
go:od am,mac miller,2015,7,"cloud rap, abstract, drugs, pop rap, sampling"
general admission,machine gun kelly,2015,3,"Hip-Hop, rap, underground rap, underground hip-hop, trap"
mr. wonderful,action bronson,2015,5,"2015, hip hop, Action Bronson"
drones,muse,2015,5,"2015, alternative rock, rock, alternative, Progressive rock"
mutant,arca,2015,6,"2015, electronic, experimental, Deconstructed Club, noise"
the documentary 2.5,the game,2015,8,"the game, documentary"
25,adele,2015,7,"2015, soul, pop, Adele, british"
chinese nü yr,iglooghost,2015,8,"electronic, dance, idm, drill and bass, glitch hop"
dreams worth more than money,meek mill,2015,7,"meek mill, albums I own, 2015, musical journey to the ends of time, Dwmtm"
gliss riffer,dan deacon,2015,5,"2015, indietronica, Neo-Psychedelia, albums I own, wishlist"
b'lieve i'm goin down...,kurt vile,2015,6,"2015, 2010s, matador, indie, indie rock"
emotion,carly rae jepsen,2015,7,"electropop, pop, synthpop, dance-pop, 2015"
